concurrency,request_rate,input_tokens,target_input_tokens,user_content_tokens,final_prompt_tokens,actual_prompt_tokens,prompt_tokens,max_tokens,server_max_tokens,output_tokens,success_count,fail_count,avg_ttft,avg_tpot,avg_latency,output_tokens_per_s,total_tokens_per_s,request_throughput,peak_output_tokens_per_s,peak_concurrent_requests,avg_concurrency,ttft_p50,ttft_p99,latency_p50,latency_p99,tpot_p50,tpot_p99,elapsed_s,host,model,client_cpu_bottleneck
16,1.0,721620,4000.0,4000.0,4009.0,4009.0,4009.0,1000.0,8192.0,102939,180,0,0.300654775576873,0.040562178223051505,23.245580464011677,343.3322200809123,2750.1498174423396,0.6003536037319599,2598,16,13.955568002410654,0.2951425528153777,0.406005966998637,26.400528551079333,26.603342207260432,0.039592780970691036,0.05754373605359887,299.82330226898193,http://10.10.240.13:8000,DeepSeek-R1-0528,false
16,2.0,793782,4000.0,4000.0,4009.0,4009.0,4009.0,1000.0,8192.0,108056,198,0,0.3144386887004731,0.040992168847773285,22.37434035334548,360.33632913933974,3007.3757532979557,0.6602742390018997,2170,16,14.773200549974682,0.2958388403058052,0.5980602547898888,26.407945577055216,26.60915186189115,0.039350711757985435,0.06289204544843136,299.87539768218994,http://10.10.240.13:8000,DeepSeek-R1-0528,false
16,4.0,801800,4000.0,4000.0,4009.0,4009.0,4009.0,1000.0,8192.0,109782,200,0,0.3227292218152434,0.04078995820979258,22.52652568139136,366.0696759184166,3039.683439116267,0.6669029092536419,3248,16,15.023005512296775,0.2987003056332469,0.601425709351895,26.38494637142867,26.638249327596277,0.03973254119437952,0.055800753792251696,299.89372849464417,http://10.10.240.13:8000,DeepSeek-R1-0528,false
32,1.0,1086439,4000.0,4000.0,4009.0,4009.0,4009.0,1000.0,8192.0,150793,271,0,0.3209272390403321,0.04761264820923663,26.406885398050076,502.94553364616826,4126.586171003402,0.9038764373552592,1840,30,23.86856149523812,0.31152452528476715,0.4476645620539787,30.71152268536389,30.997791597992183,0.04603380066273613,0.07219061587313558,299.81974172592163,http://10.10.240.13:8000,DeepSeek-R1-0528,false
32,2.0,1306934,4000.0,4000.0,4009.0,4009.0,4009.0,1000.0,8192.0,179880,326,0,0.33265417281743936,0.0478638492702256,26.52938104759719,599.8196528903146,4957.862226998333,1.087064747844355,3060,32,28.839154918973044,0.3154454231262207,0.5946765481494367,31.167935816571116,31.360920568928123,0.046528314760720293,0.06859085199134052,299.89014053344727,http://10.10.240.13:8000,DeepSeek-R1-0528,false
32,4.0,1318961,4000.0,4000.0,4009.0,4009.0,4009.0,1000.0,8192.0,180631,329,0,0.355787359778189,0.048421801843035586,26.622662528262314,602.4978402631036,5001.915182199225,1.0973852187418611,2836,32,29.215316342067887,0.31778451800346375,1.1148208381980629,31.196602452546358,31.43281551577151,0.046631196854740334,0.07494778429986748,299.80356431007385,http://10.10.240.13:8000,DeepSeek-R1-0528,false
64,1.0,1082430,4000.0,4000.0,4009.0,4009.0,4009.0,1000.0,8192.0,148764,270,0,0.3325706293116565,0.04721778024988291,26.111336482233472,496.21112258210763,4106.720421986202,0.900600972662533,1901,31,23.515895033418147,0.30895676370710135,0.5448222719319166,30.312057062983513,30.895038615204395,0.04572428550998532,0.06870515654730515,299.7998094558716,http://10.10.240.13:8000,DeepSeek-R1-0528,false
64,2.0,2112743,4000.0,4000.0,4009.0,4009.0,4009.0,1000.0,8192.0,293284,527,0,0.368342654571022,0.05454620505246416,30.26693076506766,978.0096293685491,8023.341111416655,1.7573787682833888,3062,64,53.19046150763321,0.3336621802300215,1.0015997127071035,35.4025160074234,35.64162297461182,0.05291463700628065,0.07956467413269461,299.87843799591064,http://10.10.240.13:8000,DeepSeek-R1-0528,false
64,4.0,2281121,4000.0,4000.0,4009.0,4009.0,4009.0,1000.0,8192.0,313871,569,0,0.4352738597350087,0.05452712639880563,30.19281775491584,1046.8352396455532,8654.922156549324,1.8977517877036099,4613,64,57.29847387020083,0.346511647105217,2.017765370905403,35.5694733094424,36.01582519538701,0.052884955104367845,0.07857045979071035,299.82846212387085,http://10.10.240.13:8000,DeepSeek-R1-0528,false
96,1.0,1078421,4000.0,4000.0,4009.0,4009.0,4009.0,1000.0,8192.0,148651,269,0,0.37239969800811495,0.047497729395357624,26.211073059318622,495.7481529999074,4092.2609171677445,0.8971096942299419,2684,30,23.514207737683996,0.30889700539410114,2.288415219709261,30.40351133979857,30.88561253629625,0.04608924743240999,0.07045464354091491,299.85184836387634,http://10.10.240.13:8000,DeepSeek-R1-0528,false
