concurrency,request_rate,input_tokens,target_input_tokens,user_content_tokens,final_prompt_tokens,actual_prompt_tokens,prompt_tokens,max_tokens,server_max_tokens,output_tokens,success_count,fail_count,avg_ttft,avg_tpot,avg_latency,output_tokens_per_s,total_tokens_per_s,request_throughput,peak_output_tokens_per_s,peak_concurrent_requests,avg_concurrency,ttft_p50,ttft_p99,latency_p50,latency_p99,tpot_p50,tpot_p99,elapsed_s,host,model,client_cpu_bottleneck
16,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43286681175232,http://10.10.240.13:8000,DeepSeek-R1-0528,false
16,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.756998538970947,http://10.10.240.13:8000,DeepSeek-R1-0528,false
16,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.241235256195068,http://10.10.240.13:8000,DeepSeek-R1-0528,false
16,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24244475364685,http://10.10.240.13:8000,DeepSeek-R1-0528,false
16,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.279938459396362,http://10.10.240.13:8000,DeepSeek-R1-0528,false
32,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.031414270401,http://10.10.240.13:8000,DeepSeek-R1-0528,false
32,1.0,324729,4000.0,4000.0,4009.0,4009.0,4009.0,1000.0,8192.0,45858,81,0,0.37173999448157385,0.04797531208702202,27.113029884933322,152.29015790494807,1230.6850003820707,0.26899347529985596,1414,8,7.293228134657068,0.31600999273359776,0.7306795496493588,30.92805064842105,31.336261911690237,0.04637923513711985,0.07990029634595236,301.12254548072815,http://10.10.240.13:8000,DeepSeek-R1-0528,false
32,1.0,328738,4000.0,4000.0,4009.0,4009.0,4009.0,1000.0,8192.0,45010,82,0,0.32774269776191656,0.04816724127780777,26.454966312774072,149.47298047721384,1241.1736837902183,0.2723124727645309,1255,8,7.204017293533871,0.31282023526728153,0.524529385734349,30.90205630660057,31.225596956647934,0.04621327100219349,0.07389380109465848,301.12465715408325,http://10.10.240.13:8000,DeepSeek-R1-0528,false
32,1.0,324729,4000.0,4000.0,4009.0,4009.0,4009.0,1000.0,8192.0,44725,81,0,0.35993484504244944,0.04912423376346956,27.01197489870735,148.52639088371086,1226.9126711582005,0.2689913395546245,1356,8,7.265987312019183,0.3159825522452593,0.6761339381337175,30.94167425110936,31.22091707251966,0.04669028440106461,0.07872091810203802,301.1249363422394,http://10.10.240.13:8000,DeepSeek-R1-0528,false
32,1.0,332747,4000.0,4000.0,4009.0,4009.0,4009.0,1000.0,8192.0,45748,83,0,0.3380403953368764,0.04790063055731549,26.349274644471077,151.922677797822,1256.9286948738006,0.27563133376801663,1215,8,7.262685714075345,0.31325303204357624,0.6431361174210902,30.89612709544599,31.2377939562127,0.045755763778267775,0.0714016833873869,301.12686705589294,http://10.10.240.13:8000,DeepSeek-R1-0528,false
32,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.829317331314087,http://10.10.240.13:8000,DeepSeek-R1-0528,false
32,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.032426118850708,http://10.10.240.13:8000,DeepSeek-R1-0528,false
32,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.258386850357056,http://10.10.240.13:8000,DeepSeek-R1-0528,false
32,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.258812665939331,http://10.10.240.13:8000,DeepSeek-R1-0528,false
32,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.26908826828003,http://10.10.240.13:8000,DeepSeek-R1-0528,false
32,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.339657068252563,http://10.10.240.13:8000,DeepSeek-R1-0528,false
32,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.666586875915527,http://10.10.240.13:8000,DeepSeek-R1-0528,false
32,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.667826652526855,http://10.10.240.13:8000,DeepSeek-R1-0528,false
32,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.670882940292358,http://10.10.240.13:8000,DeepSeek-R1-0528,false
32,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.704298973083496,http://10.10.240.13:8000,DeepSeek-R1-0528,false
